OBS,PURPOSE,LUGGAGE,AGE,GENDER,TRAIN_TIME,TRAIN_COST,TRAIN_HEADWAY,SM_TIME,SM_COST,SM_HEADWAY,CAR_TIME,CAR_COST,AV_TRAIN,AV_SM,AV_CAR,CHOICE
7875,4,1,1,1,327,132,60,161,149,10,160,115,1,1,1,3
7876,4,1,2,0,146,96,120,44,99,30,120,75,1,1,1,3
7877,4,1,2,0,114,72,120,49,83,30,156,60,1,1,1,3
7878,4,1,2,0,146,72,120,55,86,20,96,60,1,1,1,3
7879,4,1,2,0,125,72,60,55,86,10,156,97,1,1,1,2
7880,4,1,2,0,125,80,120,55,90,30,96,97,1,1,1,2
7881,4,1,2,0,114,80,60,55,90,20,156,75,1,1,1,3
7882,4,1,2,0,114,96,60,49,106,10,120,60,1,1,1,3
7883,4,1,2,0,114,80,120,44,91,20,120,97,1,1,1,3
7884,4,1,2,0,125,96,30,55,123,20,120,97,1,1,1,3
7885,4,1,2,0,115,62,30,82,65,10,80,44,1,1,1,3
7886,4,1,2,0,115,62,120,80,76,10,104,71,1,1,1,3
7887,4,1,2,0,115,56,30,78,70,20,104,55,1,1,1,3
7888,4,1,2,0,99,56,60,78,70,30,64,71,1,1,1,3
7889,4,1,2,0,104,62,30,78,68,30,104,44,1,1,1,3
7890,4,1,2,0,104,56,30,80,58,10,64,55,1,1,1,3
7891,4,1,2,0,104,74,60,78,76,20,64,44,1,1,1,3
7892,4,1,2,0,115,74,30,80,80,30,64,71,1,1,1,3
7893,4,1,2,0,104,62,60,80,76,30,80,55,1,1,1,3
7894,4,1,2,1,200,148,120,71,165,20,273,125,1,1,1,3
7895,4,1,2,1,182,148,30,63,156,10,273,162,1,1,1,3
7896,4,1,2,1,236,148,60,81,198,30,273,100,1,1,1,3
7897,4,1,2,1,182,123,30,71,172,20,168,100,1,1,1,3
7898,4,1,2,1,236,111,60,71,128,20,210,162,1,1,1,3
7899,4,1,2,1,200,111,120,63,156,10,210,100,1,1,1,3
7900,4,1,2,1,182,148,120,81,198,10,168,125,1,1,1,3
7901,4,1,2,1,182,111,30,81,132,30,210,125,1,1,1,3
7902,4,1,2,1,236,123,60,63,144,10,168,125,1,1,1,3
7903,4,1,3,1,138,108,120,83,114,20,143,60,1,1,1,2
7904,4,1,3,1,124,108,30,80,111,10,143,78,1,1,1,2
7905,4,1,3,1,166,108,60,87,132,30,143,48,1,1,1,3
7906,4,1,3,1,124,90,30,83,114,20,88,48,1,1,1,3
7907,4,1,3,1,166,81,60,83,91,20,110,78,1,1,1,2
7908,4,1,3,1,138,81,120,80,106,10,110,48,1,1,1,3
7909,4,1,3,1,124,108,120,87,132,10,88,60,1,1,1,3
7910,4,1,3,1,124,81,30,87,95,30,110,60,1,1,1,2
7911,4,1,3,1,166,90,60,80,103,10,88,60,1,1,1,3
7912,4,1,4,0,301,158,120,145,165,30,210,120,1,1,1,3
7913,4,1,4,0,238,119,120,151,132,30,273,96,1,1,1,3
7914,4,1,4,0,301,119,120,159,139,20,168,96,1,1,1,3
7915,4,1,4,0,259,119,60,159,139,10,273,156,1,1,1,2
7916,4,1,4,0,259,132,120,159,144,30,168,156,1,1,1,3
7917,4,1,4,0,238,132,60,159,144,20,273,120,1,1,1,2
7918,4,1,4,0,238,158,60,151,172,10,210,96,1,1,1,3
7919,4,1,4,0,238,132,120,145,149,20,210,156,1,1,1,2
7920,4,1,4,0,259,158,30,159,198,20,210,156,1,1,1,3
7921,4,1,4,1,227,119,120,145,123,30,140,90,1,1,1,3
7922,4,1,4,1,173,89,120,148,99,30,182,72,1,1,1,2
7923,4,1,4,1,227,89,120,152,103,20,112,72,1,1,1,3
7924,4,1,4,1,191,89,60,152,103,10,182,117,1,1,1,2
7925,4,1,4,1,191,99,120,152,108,30,112,117,1,1,1,3
7926,4,1,4,1,173,99,60,152,108,20,182,90,1,1,1,2
7927,4,1,4,1,173,119,60,148,128,10,140,72,1,1,1,3
7928,4,1,4,1,173,99,120,145,111,20,140,117,1,1,1,2
7929,4,1,4,1,191,119,30,152,144,20,140,117,1,1,1,3
7930,4,1,5,0,103,50,30,38,58,10,70,36,1,1,1,3
7931,4,1,5,0,103,50,120,34,76,10,91,58,1,1,1,3
7932,4,1,5,0,103,45,30,31,68,20,91,45,1,1,1,3
7933,4,1,5,0,82,45,60,31,68,30,56,58,1,1,1,3
7934,4,1,5,0,89,50,30,31,63,30,91,36,1,1,1,3
7935,4,1,5,0,89,45,30,34,52,10,56,45,1,1,1,3
7936,4,1,5,0,89,60,60,31,68,20,56,36,1,1,1,3
7937,4,1,5,0,103,60,30,34,76,30,56,58,1,1,1,3
7938,4,1,5,0,89,50,60,34,76,30,70,45,1,1,1,3
7939,4,1,1,1,299,128,30,130,149,10,220,112,1,1,1,3
7940,4,1,1,1,299,128,120,118,189,10,286,182,1,1,1,2
7941,4,1,1,1,299,115,30,109,172,20,286,140,1,1,1,2
7942,4,1,1,1,233,115,60,109,172,30,176,182,1,1,1,2
7943,4,1,1,1,255,128,30,109,161,30,286,112,1,1,1,2
7944,4,1,1,1,255,115,30,118,139,10,176,140,1,1,1,2
7945,4,1,1,1,255,154,60,109,172,20,176,112,1,1,1,3
7946,4,1,1,1,299,154,30,118,182,30,176,182,1,1,1,3
7947,4,1,1,1,255,128,60,118,189,30,220,140,1,1,1,3
7948,4,1,2,0,186,86,30,106,91,10,120,60,1,1,1,3
7949,4,1,2,0,186,86,120,102,103,10,156,97,1,1,1,2
7950,4,1,2,0,186,77,30,99,98,20,156,75,1,1,1,2
7951,4,1,2,0,142,77,60,99,98,30,96,97,1,1,1,2
7952,4,1,2,0,157,86,30,99,95,30,156,60,1,1,1,3
7953,4,1,2,0,157,77,30,102,86,10,96,75,1,1,1,2
7954,4,1,2,0,157,103,60,99,103,20,96,60,1,1,1,3
7955,4,1,2,0,186,103,30,102,106,30,96,97,1,1,1,2
7956,4,1,2,0,157,86,60,102,103,30,120,75,1,1,1,3
7957,4,1,2,0,230,127,120,112,128,30,180,115,1,1,1,2
7958,4,1,2,0,175,95,120,117,106,30,234,92,1,1,1,2
7959,4,1,2,0,230,95,120,123,108,20,144,92,1,1,1,3
7960,4,1,2,0,193,95,60,123,108,10,234,149,1,1,1,2
7961,4,1,2,0,193,106,120,123,114,30,144,149,1,1,1,3
7962,4,1,2,0,175,106,60,123,114,20,234,115,1,1,1,2
7963,4,1,2,0,175,127,60,117,132,10,180,92,1,1,1,2
7964,4,1,2,0,175,106,120,112,116,20,180,149,1,1,1,2
7965,4,1,2,0,193,127,30,123,149,20,180,149,1,1,1,3
7966,4,1,2,0,333,116,30,179,132,10,190,88,1,1,1,3
7967,4,1,2,0,333,116,120,171,156,10,247,143,1,1,1,2
7968,4,1,2,0,333,104,30,165,144,20,247,110,1,1,1,2
7969,4,1,2,0,259,104,60,165,144,30,152,143,1,1,1,3
7970,4,1,2,0,284,116,30,165,139,30,247,88,1,1,1,2
7971,4,1,2,0,284,104,30,171,123,10,152,110,1,1,1,3
7972,4,1,2,0,284,139,60,165,149,20,152,88,1,1,1,3
7973,4,1,2,0,333,139,30,171,161,30,152,143,1,1,1,3
7974,4,1,2,0,284,116,60,171,156,30,190,110,1,1,1,3
7975,4,1,2,1,143,91,120,132,91,20,117,65,1,1,1,3
7976,4,1,2,1,135,91,30,130,91,10,117,84,1,1,1,2
7977,4,1,2,1,160,91,60,134,99,30,117,52,1,1,1,3
7978,4,1,2,1,135,76,30,132,90,20,72,52,1,1,1,3
7979,4,1,2,1,160,68,60,132,76,20,90,84,1,1,1,2
7980,4,1,2,1,143,68,120,130,83,10,90,52,1,1,1,3
7981,4,1,2,1,135,91,120,134,99,10,72,65,1,1,1,3
7982,4,1,2,1,135,68,30,134,76,30,90,65,1,1,1,3
7983,4,1,2,1,160,76,60,130,83,10,72,65,1,1,1,3
7984,4,1,2,1,196,133,120,88,149,20,208,100,1,1,1,3
7985,4,1,2,1,177,133,30,82,144,10,208,130,1,1,1,2
7986,4,1,2,1,233,133,60,96,177,30,208,80,1,1,1,3
7987,4,1,2,1,177,111,30,88,156,20,128,80,1,1,1,3
7988,4,1,2,1,233,100,60,88,116,20,160,130,1,1,1,2
7989,4,1,2,1,196,100,120,82,139,10,160,80,1,1,1,3
7990,4,1,2,1,177,133,120,96,177,10,128,100,1,1,1,3
7991,4,1,2,1,177,100,30,96,123,30,160,100,1,1,1,3
7992,4,1,2,1,233,111,60,82,132,10,128,100,1,1,1,3
7993,4,1,2,1,145,108,120,69,116,20,156,70,1,1,1,2
7994,4,1,2,1,131,108,30,64,111,10,156,91,1,1,1,2
7995,4,1,2,1,172,108,60,75,132,30,156,56,1,1,1,3
7996,4,1,2,1,131,90,30,69,116,20,96,56,1,1,1,3
7997,4,1,2,1,172,81,60,69,91,20,120,91,1,1,1,2
7998,4,1,2,1,145,81,120,64,108,10,120,56,1,1,1,3
7999,4,1,2,1,131,108,120,75,132,10,96,70,1,1,1,3
8000,4,1,2,1,131,81,30,75,98,30,120,70,1,1,1,2
8001,4,1,2,1,172,90,60,64,103,10,96,70,1,1,1,3
8002,4,1,2,1,381,149,30,166,165,10,270,168,1,1,1,2
8003,4,1,2,1,381,149,120,154,205,10,351,273,1,1,1,2
8004,4,1,2,1,381,134,30,145,189,20,351,210,1,1,1,2
8005,4,1,2,1,289,134,60,145,189,30,216,273,1,1,1,2
8006,4,1,2,1,320,149,30,145,177,30,351,168,1,1,1,2
8007,4,1,2,1,320,134,30,154,156,10,216,210,1,1,1,2
8008,4,1,2,1,320,179,60,145,194,20,216,168,1,1,1,2
8009,4,1,2,1,381,179,30,154,205,30,216,273,1,1,1,2
8010,4,1,2,1,320,149,60,154,205,30,270,210,1,1,1,2
8011,4,1,3,1,193,127,120,117,132,20,234,90,1,1,1,3
8012,4,1,3,1,175,127,30,112,128,10,234,117,1,1,1,2
8013,4,1,3,1,230,127,60,123,149,30,234,72,1,1,1,3
8014,4,1,3,1,175,106,30,117,132,20,144,72,1,1,1,3
8015,4,1,3,1,230,95,60,117,106,20,180,117,1,1,1,2
8016,4,1,3,1,193,95,120,112,123,10,180,72,1,1,1,3
8017,4,1,3,1,175,127,120,123,149,10,144,90,1,1,1,3
8018,4,1,3,1,175,95,30,123,108,30,180,90,1,1,1,3
8019,4,1,3,1,230,106,60,112,116,10,144,90,1,1,1,3
8020,4,1,4,1,166,71,30,118,80,10,90,44,1,1,1,3
8021,4,1,4,1,166,71,120,116,86,10,117,71,1,1,1,3
8022,4,1,4,1,166,64,30,114,80,20,117,55,1,1,1,3
8023,4,1,4,1,127,64,60,114,80,30,72,71,1,1,1,3
8024,4,1,4,1,140,71,30,114,80,30,117,44,1,1,1,3
8025,4,1,4,1,140,64,30,116,70,10,72,55,1,1,1,3
8026,4,1,4,1,140,85,60,114,90,20,72,44,1,1,1,3
8027,4,1,4,1,166,85,30,116,91,30,72,71,1,1,1,3
8028,4,1,4,1,140,71,60,116,86,30,90,55,1,1,1,3
8029,4,1,4,1,290,173,120,161,194,20,312,150,1,1,1,3
8030,4,1,4,1,262,173,30,153,182,10,312,195,1,1,1,2
8031,4,1,4,1,346,173,60,171,220,30,312,120,1,1,1,3
8032,4,1,4,1,262,144,30,161,194,20,192,120,1,1,1,3
8033,4,1,4,1,346,130,60,161,144,20,240,195,1,1,1,2
8034,4,1,4,1,290,130,120,153,177,10,240,120,1,1,1,3
8035,4,1,4,1,262,173,120,171,220,10,192,150,1,1,1,3
8036,4,1,4,1,262,130,30,171,156,30,240,150,1,1,1,2
8037,4,1,4,1,346,144,60,153,165,10,192,150,1,1,1,2
8038,4,1,4,1,191,108,120,101,108,30,140,85,1,1,1,3
8039,4,1,4,1,143,81,120,104,90,30,182,68,1,1,1,2
8040,4,1,4,1,191,81,120,108,91,20,112,68,1,1,1,3
8041,4,1,4,1,159,81,60,108,91,10,182,110,1,1,1,2
8042,4,1,4,1,159,90,120,108,95,30,112,110,1,1,1,3
8043,4,1,4,1,143,90,60,108,95,20,182,85,1,1,1,2
8044,4,1,4,1,143,108,60,104,111,10,140,68,1,1,1,3
8045,4,1,4,1,143,90,120,101,98,20,140,110,1,1,1,2
8046,4,1,4,1,159,108,30,108,123,20,140,110,1,1,1,3
8047,4,1,4,1,271,119,120,159,128,30,160,100,1,1,1,2
8048,4,1,4,1,225,89,120,164,103,30,208,80,1,1,1,2
8049,4,1,4,1,271,89,120,170,106,20,128,80,1,1,1,3
8050,4,1,4,1,240,89,60,170,106,10,208,130,1,1,1,2
8051,4,1,4,1,240,99,120,170,108,30,128,130,1,1,1,3
8052,4,1,4,1,225,99,60,170,108,20,208,100,1,1,1,2
8053,4,1,4,1,225,119,60,164,132,10,160,80,1,1,1,3
8054,4,1,4,1,225,99,120,159,114,20,160,130,1,1,1,2
8055,4,1,4,1,240,119,30,170,144,20,160,130,1,1,1,2
8056,4,1,4,1,290,179,120,102,210,20,325,155,1,1,1,2
8057,4,1,4,1,262,179,30,91,194,10,325,201,1,1,1,2
8058,4,1,4,1,346,179,60,116,248,30,325,124,1,1,1,3
8059,4,1,4,1,262,149,30,102,210,20,200,124,1,1,1,3
8060,4,1,4,1,346,134,60,102,156,20,250,201,1,1,1,2
8061,4,1,4,1,290,134,120,91,194,10,250,124,1,1,1,3
8062,4,1,4,1,262,179,120,116,248,10,200,155,1,1,1,3
8063,4,1,4,1,262,134,30,116,165,30,250,155,1,1,1,2
8064,4,1,4,1,346,149,60,91,177,10,200,155,1,1,1,2
8065,4,1,5,1,290,99,30,205,108,10,130,64,1,1,1,3
8066,4,1,5,1,290,99,120,201,128,10,169,104,1,1,1,3
8067,4,1,5,1,290,89,30,198,114,20,169,80,1,1,1,3
8068,4,1,5,1,239,89,60,198,114,30,104,104,1,1,1,3
8069,4,1,5,1,256,99,30,198,111,30,169,64,1,1,1,3
8070,4,1,5,1,256,89,30,201,99,10,104,80,1,1,1,2
8071,4,1,5,1,256,119,60,198,123,20,104,64,1,1,1,3
8072,4,1,5,1,290,119,30,201,128,30,104,104,1,1,1,3
8073,4,1,5,1,256,99,60,201,128,30,130,80,1,1,1,3
8074,4,1,5,1,182,137,120,74,156,20,260,125,1,1,1,3
8075,4,1,5,1,165,137,30,68,144,10,260,162,1,1,1,2
8076,4,1,5,1,216,137,60,82,177,30,260,100,1,1,1,3
8077,4,1,5,1,165,114,30,74,156,20,160,100,1,1,1,3
8078,4,1,5,1,216,103,60,74,116,20,200,162,1,1,1,2
8079,4,1,5,1,182,103,120,68,144,10,200,100,1,1,1,3
8080,4,1,5,1,165,137,120,82,177,10,160,125,1,1,1,3
8081,4,1,5,1,165,103,30,82,128,30,200,125,1,1,1,2
8082,4,1,5,1,216,114,60,68,132,10,160,125,1,1,1,3
8083,4,1,5,1,200,148,120,71,165,20,351,160,1,1,1,3
8084,4,1,5,1,182,148,30,63,156,10,351,208,1,1,1,2
8085,4,1,5,1,236,148,60,81,198,30,351,128,1,1,1,3
8086,4,1,5,1,182,123,30,71,172,20,216,128,1,1,1,3
8087,4,1,5,1,236,111,60,71,128,20,270,208,1,1,1,2
8088,4,1,5,1,200,111,120,63,156,10,270,128,1,1,1,3
8089,4,1,5,1,182,148,120,81,198,10,216,160,1,1,1,3
8090,4,1,5,1,182,111,30,81,132,30,270,160,1,1,1,2
8091,4,1,5,1,236,123,60,63,144,10,216,160,1,1,1,3
8092,4,1,5,1,125,96,120,49,106,20,143,70,1,1,1,3
8093,4,1,5,1,114,96,30,44,99,10,143,91,1,1,1,2
8094,4,1,5,1,146,96,60,55,123,30,143,56,1,1,1,3
8095,4,1,5,1,114,80,30,49,106,20,88,56,1,1,1,3
8096,4,1,5,1,146,72,60,49,83,20,110,91,1,1,1,2
8097,4,1,5,1,125,72,120,44,99,10,110,56,1,1,1,3
8098,4,1,5,1,114,96,120,55,123,10,88,70,1,1,1,3
8099,4,1,5,1,114,72,30,55,86,30,110,70,1,1,1,2
8100,4,1,5,1,146,80,60,44,91,10,88,70,1,1,1,3
8101,4,1,5,1,406,149,30,235,165,10,250,104,1,1,1,3
8102,4,1,5,1,406,149,120,225,198,10,325,169,1,1,1,3
8103,4,1,5,1,406,134,30,217,182,20,325,130,1,1,1,3
8104,4,1,5,1,328,134,60,217,182,30,200,169,1,1,1,3
8105,4,1,5,1,354,149,30,217,172,30,325,104,1,1,1,3
8106,4,1,5,1,354,134,30,225,156,10,200,130,1,1,1,3
8107,4,1,5,1,354,179,60,217,194,20,200,104,1,1,1,3
8108,4,1,5,1,406,179,30,225,198,30,200,169,1,1,1,3
8109,4,1,5,1,354,149,60,225,198,30,250,130,1,1,1,3
8110,4,1,2,0,199,109,120,111,108,30,130,85,1,1,1,3
8111,4,1,2,0,151,82,120,114,91,30,169,68,1,1,1,2
8112,4,1,2,0,199,82,120,118,95,20,104,68,1,1,1,3
8113,4,1,2,0,167,82,60,118,95,10,169,110,1,1,1,2
8114,4,1,2,0,167,91,120,118,98,30,104,110,1,1,1,3
8115,4,1,2,0,151,91,60,118,98,20,169,85,1,1,1,3
8116,4,1,2,0,151,109,60,114,111,10,130,68,1,1,1,3
8117,4,1,2,0,151,91,120,111,99,20,130,110,1,1,1,2
8118,4,1,2,0,167,109,30,118,123,20,130,110,1,1,1,3
8119,4,1,2,0,247,99,30,161,106,10,170,76,1,1,1,3
8120,4,1,2,0,247,99,120,157,116,10,221,123,1,1,1,2
8121,4,1,2,0,247,89,30,154,108,20,221,95,1,1,1,2
8122,4,1,2,0,195,89,60,154,108,30,136,123,1,1,1,3
8123,4,1,2,0,212,99,30,154,108,30,221,76,1,1,1,3
8124,4,1,2,0,212,89,30,157,98,10,136,95,1,1,1,3
8125,4,1,2,0,212,119,60,154,123,20,136,76,1,1,1,3
8126,4,1,2,0,247,119,30,157,123,30,136,123,1,1,1,3
8127,4,1,2,0,212,99,60,157,116,30,170,95,1,1,1,3
8128,4,1,2,1,209,118,120,116,116,30,170,95,1,1,1,3
8129,4,1,2,1,157,88,120,119,98,30,221,76,1,1,1,2
8130,4,1,2,1,209,88,120,123,99,20,136,76,1,1,1,3
8131,4,1,2,1,174,88,60,123,99,10,221,123,1,1,1,2
8132,4,1,2,1,174,98,120,123,103,30,136,123,1,1,1,3
8133,4,1,2,1,157,98,60,123,103,20,221,95,1,1,1,2
8134,4,1,2,1,157,118,60,119,123,10,170,76,1,1,1,3
8135,4,1,2,1,157,98,120,116,106,20,170,123,1,1,1,2
8136,4,1,2,1,174,118,30,123,132,20,170,123,1,1,1,2
8137,4,1,2,1,164,124,120,56,139,20,221,85,1,1,1,3
8138,4,1,2,1,150,124,30,50,132,10,221,110,1,1,1,2
8139,4,1,2,1,193,124,60,64,165,30,221,68,1,1,1,3
8140,4,1,2,1,150,103,30,56,144,20,136,68,1,1,1,3
8141,4,1,2,1,193,93,60,56,106,20,170,110,1,1,1,2
8142,4,1,2,1,164,93,120,50,132,10,170,68,1,1,1,3
8143,4,1,2,1,150,124,120,64,165,10,136,85,1,1,1,3
8144,4,1,2,1,150,93,30,64,114,30,170,85,1,1,1,2
8145,4,1,2,1,193,103,60,50,123,10,136,85,1,1,1,3
8146,4,1,3,1,331,133,120,282,144,20,208,105,1,1,1,3
8147,4,1,3,1,303,133,30,279,139,10,208,136,1,1,1,2
8148,4,1,3,1,387,133,60,286,156,30,208,84,1,1,1,3
8149,4,1,3,1,303,111,30,282,139,20,128,84,1,1,1,3
8150,4,1,3,1,387,100,60,282,111,20,160,136,1,1,1,2
8151,4,1,3,1,331,100,120,279,128,10,160,84,1,1,1,3
8152,4,1,3,1,303,133,120,286,156,10,128,105,1,1,1,3
8153,4,1,3,1,303,100,30,286,114,30,160,105,1,1,1,3
8154,4,1,3,1,387,111,60,279,123,10,128,105,1,1,1,3
8155,4,1,4,0,193,127,120,117,132,20,221,110,1,1,1,3
8156,4,1,4,0,175,127,30,112,128,10,221,143,1,1,1,3
8157,4,1,4,0,230,127,60,123,149,30,221,88,1,1,1,3
8158,4,1,4,0,175,106,30,117,132,20,136,88,1,1,1,3
8159,4,1,4,0,230,95,60,117,106,20,170,143,1,1,1,3
8160,4,1,4,0,193,95,120,112,123,10,170,88,1,1,1,3
8161,4,1,4,0,175,127,120,123,149,10,136,110,1,1,1,3
8162,4,1,4,0,175,95,30,123,108,30,170,110,1,1,1,3
8163,4,1,4,0,230,106,60,112,116,10,136,110,1,1,1,3
8164,4,1,4,1,119,91,120,64,103,20,130,55,1,1,1,3
8165,4,1,4,1,108,91,30,61,98,10,130,71,1,1,1,3
8166,4,1,4,1,141,91,60,68,116,30,130,44,1,1,1,3
8167,4,1,4,1,108,76,30,64,103,20,80,44,1,1,1,3
8168,4,1,4,1,141,68,60,64,80,20,100,71,1,1,1,3
8169,4,1,4,1,119,68,120,61,95,10,100,44,1,1,1,3
8170,4,1,4,1,108,91,120,68,116,10,80,55,1,1,1,3
8171,4,1,4,1,108,68,30,68,83,30,100,55,1,1,1,3
8172,4,1,4,1,141,76,60,61,90,10,80,55,1,1,1,3
8173,4,1,5,1,90,62,120,51,68,30,70,40,1,1,1,3
8174,4,1,5,1,70,47,120,53,52,30,91,32,1,1,1,3
8175,4,1,5,1,90,47,120,55,53,20,56,32,1,1,1,3
8176,4,1,5,1,77,47,60,55,53,10,91,52,1,1,1,3
8177,4,1,5,1,77,52,120,55,57,30,56,52,1,1,1,3
8178,4,1,5,1,70,52,60,55,57,20,91,40,1,1,1,3
8179,4,1,5,1,70,62,60,53,71,10,70,32,1,1,1,3
8180,4,1,5,1,70,52,120,51,62,20,70,52,1,1,1,3
8181,4,1,5,1,77,62,30,55,80,20,70,52,1,1,1,3
8182,4,1,2,0,174,118,120,61,132,20,195,100,1,1,1,2
8183,4,1,2,0,159,118,30,55,128,10,195,130,1,1,1,2
8184,4,1,2,0,205,118,60,69,161,30,195,80,1,1,1,2
8185,4,1,2,0,159,98,30,61,139,20,120,80,1,1,1,3
8186,4,1,2,0,205,88,60,61,103,20,150,130,1,1,1,2
8187,4,1,2,0,174,88,120,55,128,10,150,80,1,1,1,2
8188,4,1,2,0,159,118,120,69,161,10,120,100,1,1,1,3
8189,4,1,2,0,159,88,30,69,108,30,150,100,1,1,1,2
8190,4,1,2,0,205,98,60,55,116,10,120,100,1,1,1,2
8191,4,1,2,0,132,68,120,108,76,20,104,55,1,1,1,3
8192,4,1,2,0,123,68,30,106,76,10,104,71,1,1,1,3
8193,4,1,2,0,149,68,60,110,86,30,104,44,1,1,1,3
8194,4,1,2,0,123,57,30,108,76,20,64,44,1,1,1,3
8195,4,1,2,0,149,51,60,108,57,20,80,71,1,1,1,3
8196,4,1,2,0,132,51,120,106,68,10,80,44,1,1,1,3
8197,4,1,2,0,123,68,120,110,86,10,64,55,1,1,1,3
8198,4,1,2,0,123,51,30,110,58,30,80,55,1,1,1,3
8199,4,1,2,0,149,57,60,106,65,10,64,55,1,1,1,2
8200,4,1,2,1,379,212,120,250,231,20,364,170,1,1,1,2
8201,4,1,2,1,342,212,30,242,227,10,364,221,1,1,1,2
8202,4,1,2,1,453,212,60,260,253,30,364,136,1,1,1,2
8203,4,1,2,1,342,177,30,250,227,20,224,136,1,1,1,3
8204,4,1,2,1,453,159,60,250,177,20,280,221,1,1,1,2
8205,4,1,2,1,379,159,120,242,210,10,280,136,1,1,1,2
8206,4,1,2,1,342,212,120,260,253,10,224,170,1,1,1,3
8207,4,1,2,1,342,159,30,260,182,30,280,170,1,1,1,2
8208,4,1,2,1,453,177,60,242,198,10,224,170,1,1,1,3
8209,4,1,3,1,287,128,30,126,144,10,210,104,1,1,1,3
8210,4,1,3,1,287,128,120,116,177,10,273,169,1,1,1,2
8211,4,1,3,1,287,115,30,108,165,20,273,130,1,1,1,2
8212,4,1,3,1,224,115,60,108,165,30,168,169,1,1,1,3
8213,4,1,3,1,245,128,30,108,156,30,273,104,1,1,1,2
8214,4,1,3,1,245,115,30,116,132,10,168,130,1,1,1,3
8215,4,1,3,1,245,154,60,108,165,20,168,104,1,1,1,3
8216,4,1,3,1,287,154,30,116,177,30,168,169,1,1,1,3
8217,4,1,3,1,245,128,60,116,177,30,210,130,1,1,1,3
8218,4,1,3,1,257,128,30,97,144,10,230,124,1,1,1,2
8219,4,1,3,1,257,128,120,87,177,10,299,201,1,1,1,2
8220,4,1,3,1,257,115,30,79,165,20,299,155,1,1,1,2
8221,4,1,3,1,195,115,60,79,165,30,184,201,1,1,1,3
8222,4,1,3,1,216,128,30,79,156,30,299,124,1,1,1,3
8223,4,1,3,1,216,115,30,87,132,10,184,155,1,1,1,2
8224,4,1,3,1,216,154,60,79,165,20,184,124,1,1,1,3
8225,4,1,3,1,257,154,30,87,177,30,184,201,1,1,1,3
8226,4,1,3,1,216,128,60,87,177,30,230,155,1,1,1,3
8227,4,1,3,1,240,108,30,149,116,10,170,92,1,1,1,3
8228,4,1,3,1,240,108,120,145,132,10,221,149,1,1,1,3
8229,4,1,3,1,240,97,30,142,123,20,221,115,1,1,1,3
8230,4,1,3,1,180,97,60,142,123,30,136,149,1,1,1,3
8231,4,1,3,1,200,108,30,142,123,30,221,92,1,1,1,3
8232,4,1,3,1,200,97,30,145,108,10,136,115,1,1,1,3
8233,4,1,3,1,200,130,60,142,132,20,136,92,1,1,1,3
8234,4,1,3,1,240,130,30,145,139,30,136,149,1,1,1,3
8235,4,1,3,1,200,108,60,145,132,30,170,115,1,1,1,3
8236,4,0,3,1,240,108,30,103,123,10,170,72,1,1,1,2
8237,4,0,3,1,240,108,120,95,149,10,221,117,1,1,1,2
8238,4,0,3,1,240,97,30,89,139,20,221,90,1,1,1,2
8239,4,0,3,1,185,97,60,89,139,30,136,117,1,1,1,2
8240,4,0,3,1,203,108,30,89,132,30,221,72,1,1,1,2
8241,4,0,3,1,203,97,30,95,114,10,136,90,1,1,1,2
8242,4,0,3,1,203,130,60,89,144,20,136,72,1,1,1,3
8243,4,0,3,1,240,130,30,95,149,30,136,117,1,1,1,2
8244,4,0,3,1,203,108,60,95,149,30,170,90,1,1,1,2
8245,4,0,2,1,146,96,120,44,99,30,110,75,1,1,1,2
8246,4,0,2,1,114,72,120,49,83,30,143,60,1,1,1,2
8247,4,0,2,1,146,72,120,55,86,20,88,60,1,1,1,3
8248,4,0,2,1,125,72,60,55,86,10,143,97,1,1,1,2
8249,4,0,2,1,125,80,120,55,90,30,88,97,1,1,1,3
8250,4,0,2,1,114,80,60,55,90,20,143,75,1,1,1,2
8251,4,0,2,1,114,96,60,49,106,10,110,60,1,1,1,3
8252,4,0,2,1,114,80,120,44,91,20,110,97,1,1,1,2
8253,4,0,2,1,125,96,30,55,123,20,110,97,1,1,1,2
8254,4,1,1,1,236,123,30,81,139,10,190,104,1,1,1,2
8255,4,1,1,1,236,123,120,71,172,10,247,169,1,1,1,2
8256,4,1,1,1,236,111,30,63,156,20,247,130,1,1,1,2
8257,4,1,1,1,182,111,60,63,156,30,152,169,1,1,1,3
8258,4,1,1,1,200,123,30,63,144,30,247,104,1,1,1,1
8259,4,1,1,1,200,111,30,71,128,10,152,130,1,1,1,2
8260,4,1,1,1,200,148,60,63,156,20,152,104,1,1,1,3
8261,4,1,1,1,236,148,30,71,165,30,152,169,1,1,1,2
8262,4,1,1,1,200,123,60,71,172,30,190,130,1,1,1,3
8263,4,0,4,1,214,14,120,120,14,30,130,95,1,1,1,2
8264,4,0,4,1,160,11,120,123,14,30,169,76,1,1,1,2
8265,4,0,4,1,214,11,120,127,15,20,104,76,1,1,1,2
8266,4,0,4,1,178,11,60,127,15,10,169,123,1,1,1,2
8267,4,0,4,1,178,12,120,127,14,30,104,123,1,1,1,2
8268,4,0,4,1,160,12,60,127,14,20,169,95,1,1,1,2
8269,4,0,4,1,160,14,60,123,15,10,130,76,1,1,1,2
8270,4,0,4,1,160,12,120,120,15,20,130,123,1,1,1,2
